view_id,view_name,content_url,workbook_id,workbook_name,project_name
dfee23f0-3ce6-41b7-917b-92d445b4238e,FIN_CONCILIADOS_UNIFICADOS,TESTConciliacinUnificada/sheets/FIN_CONCILIADOS_UNIFICADOS,c9130bbe-4cfd-4e17-9dee-14da246afb61,Conciliación Unificada,Payments
fea5a312-5f33-43a9-b792-ff46f5436464,FIN_PENDIENTES_UNIFICADOS,TESTConciliacinUnificada/sheets/FIN_PENDIENTES_UNIFICADOS,c9130bbe-4cfd-4e17-9dee-14da246afb61,Conciliación Unificada,Payments
e82089c7-f7ba-43fb-b70e-a1e01be4975e,Hoja 1,ConsultaMERCADOENVIOSBT/sheets/Hoja1,3b7a049d-1f55-4636-9d50-56e3c5c3ba3b,Consulta MERCADO ENVIOS BT,Validaciones
3036869a-f292-4d6a-8d47-3e0e90a5e895,AR,Contactos_PortalBT/sheets/AR,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
84bd6db0-24dd-4b71-86ef-346c28bea5c1,CL,Contactos_PortalBT/sheets/CL,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
a0862126-2cc9-45c4-854c-d2beac1b7bbb,CO,Contactos_PortalBT/sheets/CO,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
ad8c5e84-361d-4e81-87b1-cc4f41bb640b,CR,Contactos_PortalBT/sheets/CR,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
ed9905b9-5768-438a-b876-8c4e984974bf,EC,Contactos_PortalBT/sheets/EC,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
18445cd0-63b2-42eb-9b44-ade67e71a9de,MX,Contactos_PortalBT/sheets/MX,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
1ec74cee-61d9-4881-9656-470913d38581,PA,Contactos_PortalBT/sheets/PA,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
e10d25b4-2476-4a54-886d-648d494414f8,PE,Contactos_PortalBT/sheets/PE,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
cf5b1f8d-851a-4635-9766-cf1e6902a326,PY,Contactos_PortalBT/sheets/PY,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
0ba38360-c559-467a-b191-ecdd453129ab,UY,Contactos_PortalBT/sheets/UY,e04b7542-2dd0-4c52-adce-9ee685c26291,Contactos_Portal BT,Sistemas y tecnología
d2c18a6a-d8ce-4f20-8446-4468efe3344a,FIN_CC_LATAM,TESTContracargosLATAM_17011170198930/sheets/FIN_CC_LATAM,b3e7ef21-edf0-4ee5-9406-e7e7e1a91ad2,Contracargos LATAM V2,
415c6310-6fdf-4b8f-8bd9-317413fbafdb,FIN_CC_LATAM_ANALITICO,TESTContracargosLATAM_17011170198930/sheets/AnalticoLATAM,b3e7ef21-edf0-4ee5-9406-e7e7e1a91ad2,Contracargos LATAM V2,
7314aeeb-3c6f-441c-81e4-f2271c6b0328,Costo de envío,CostodeEnvioporVenta/sheets/Costodeenvo,a701725f-8b7d-4673-8279-bf879776457b,Costo de Envio por Venta,ROI
1cfead1f-e9a4-4aee-b160-42159e8acd0c,listado_1,DescargablesReclamosBOT_17532128860030/sheets/listado_1,3369c9ba-a4f3-471d-89d4-58572cb9ac7d,Descargables Reclamos BOT,CX Seguimiento
a5034532-4149-4570-8ed5-69d18708057d,listado_2,DescargablesReclamosBOT_17532128860030/sheets/listado_2,3369c9ba-a4f3-471d-89d4-58572cb9ac7d,Descargables Reclamos BOT,CX Seguimiento
50b46c55-4374-4792-a6cb-caefab00778c,listado_3,DescargablesReclamosBOT_17532128860030/sheets/listado_3,3369c9ba-a4f3-471d-89d4-58572cb9ac7d,Descargables Reclamos BOT,CX Seguimiento
